sample	gene_name	gene_length	width_cov	hits
R01_W8_gone	caer:CSV91_03100	771	151	1
R01_W8_gone	coo:CCU_23810	732	732	14
R01_W8_gone	eel:EUBELI_01661	732	693	20
R01_W8_gone	ele:Elen_1168	777	748	12
R01_W8_gone	erb:A4V01_10500	744	730	62
R01_W8_gone	ere:EUBREC_0088	732	374	5
R01_W8_gone	rix:RO1_33970	732	681	12
R01_W8_gone	rum:CK1_37040	747	747	110
R01_W8_came_from_both	coo:CCU_23810	732	407	7
R01_W8_came_from_both	eel:EUBELI_01661	732	348	4
R01_W8_came_from_both	rix:RO1_33970	732	149	1
R01_W8_came_from_both	rum:CK1_37040	747	747	262
FAT_020-22-14-0_stay	caer:CSV91_03100	771	746	84
FAT_020-22-14-0_stay	coo:CCU_23810	732	732	563
FAT_020-22-14-0_stay	eel:EUBELI_01661	732	732	505
FAT_020-22-14-0_stay	ere:EUBREC_0088	732	730	324
FAT_020-22-14-0_stay	rix:RO1_33970	732	732	671
FAT_020-22-14-0_stay	rum:CK1_37040	747	746	162
FAT_006-22-84-0_came_from_before	caer:CSV91_03100	771	344	7
FAT_006-22-84-0_came_from_before	rum:CK1_37040	747	355	8
FAT_008-22-14-0_not_settle	caer:CSV91_03100	771	433	12
FAT_008-22-14-0_not_settle	coo:CCU_23810	732	690	65
FAT_008-22-14-0_not_settle	eel:EUBELI_01661	732	693	107
FAT_008-22-14-0_not_settle	ele:Elen_1168	777	93	1
FAT_008-22-14-0_not_settle	ere:EUBREC_0088	732	669	40
FAT_008-22-14-0_not_settle	rix:RO1_33970	732	713	82
FAT_008-22-14-0_not_settle	rum:CK1_37040	747	607	20
SPB_T42_came_from_donor	caer:CSV91_03100	771	758	11
SPB_T42_came_from_donor	rix:RO1_33970	732	224	2
R02_W4_gone	ele:Elen_1168	777	302	2
SPB_T42_not_settle	caer:CSV91_03100	771	615	36
SPB_T42_not_settle	coo:CCU_23810	732	580	6
SPB_T42_not_settle	eel:EUBELI_01661	732	602	10
SPB_T42_not_settle	rix:RO1_33970	732	245	1
SPB_T42_not_settle	rum:CK1_37040	747	540	5
FAT_008-22-2-0_came_itself	acq:AM609_08260	1725	116	2
FAT_008-22-2-0_came_itself	caer:CSV91_03100	771	412	7
FAT_008-22-2-0_came_itself	coo:CCU_23810	732	297	5
FAT_008-22-2-0_came_itself	eel:EUBELI_01661	732	405	5
FAT_008-22-2-0_came_itself	erb:A4V01_10500	744	574	15
FAT_008-22-2-0_came_itself	ere:EUBREC_0088	732	140	2
FAT_008-22-2-0_came_itself	llk:LLKF_1297	729	397	5
FAT_008-22-2-0_came_itself	rix:RO1_33970	732	256	3
FAT_008-22-2-0_came_itself	rum:CK1_37040	747	373	10
FAT_015-22-84-0_came_from_both	caer:CSV91_03100	771	396	14
FAT_015-22-84-0_came_from_both	coo:CCU_23810	732	730	167
FAT_015-22-84-0_came_from_both	eel:EUBELI_01661	732	732	195
FAT_015-22-84-0_came_from_both	ere:EUBREC_0088	732	705	83
FAT_015-22-84-0_came_from_both	rix:RO1_33970	732	730	203
FAT_015-22-84-0_came_from_both	rum:CK1_37040	747	746	411
SPB_T41_came_itself	rix:RO1_33970	732	396	2
FAT_020-22-14-0_not_settle	caer:CSV91_03100	771	736	53
FAT_020-22-14-0_not_settle	coo:CCU_23810	732	445	8
FAT_020-22-14-0_not_settle	eel:EUBELI_01661	732	512	8
FAT_020-22-14-0_not_settle	erb:A4V01_10500	744	155	2
FAT_020-22-14-0_not_settle	ere:EUBREC_0088	732	435	9
FAT_020-22-14-0_not_settle	rix:RO1_33970	732	529	14
FAT_020-22-14-0_not_settle	rum:CK1_37040	747	250	4
FAT_020-22-14-0_not_settle	spy:SPy_1086	750	92	1
SPB_T25_came_itself	coo:CCU_23810	732	202	1
SPB_T25_came_itself	rum:CK1_37040	747	297	7
FAT_012-22-42-0_came_from_both	coo:CCU_23810	732	732	246
FAT_012-22-42-0_came_from_both	eel:EUBELI_01661	732	732	231
FAT_012-22-42-0_came_from_both	ere:EUBREC_0088	732	707	124
FAT_012-22-42-0_came_from_both	rix:RO1_33970	732	731	185
FAT_012-22-42-0_came_from_both	rum:CK1_37040	747	746	228
FAT_012-22-2-0_stay	coo:CCU_23810	732	732	740
FAT_012-22-2-0_stay	eel:EUBELI_01661	732	732	729
FAT_012-22-2-0_stay	ere:EUBREC_0088	732	726	354
FAT_012-22-2-0_stay	rix:RO1_33970	732	732	727
FAT_012-22-2-0_stay	rum:CK1_37040	747	747	1945
SPB_T29_not_settle	caer:CSV91_03100	771	509	8
SPB_T29_not_settle	coo:CCU_23810	732	650	15
SPB_T29_not_settle	eel:EUBELI_01661	732	604	10
SPB_T29_not_settle	rix:RO1_33970	732	285	3
SPB_T29_not_settle	rum:CK1_37040	747	196	1
FAT_008-22-42-0_came_itself	caer:CSV91_03100	771	89	1
FAT_008-22-42-0_came_itself	coo:CCU_23810	732	309	5
FAT_008-22-42-0_came_itself	eel:EUBELI_01661	732	91	2
FAT_008-22-42-0_came_itself	ele:Elen_1168	777	451	9
FAT_008-22-42-0_came_itself	erb:A4V01_10500	744	164	2
FAT_008-22-42-0_came_itself	ere:EUBREC_0088	732	141	2
FAT_008-22-42-0_came_itself	rob:CK5_35830	720	321	10
FAT_008-22-42-0_came_itself	rum:CK1_37040	747	600	16
SPB_T35_settle	caer:CSV91_03100	771	759	52
SPB_T35_settle	coo:CCU_23810	732	732	178
SPB_T35_settle	eel:EUBELI_01661	732	732	175
SPB_T35_settle	ere:EUBREC_0088	732	655	25
SPB_T35_settle	rix:RO1_33970	732	732	101
SPB_T35_settle	rum:CK1_37040	747	747	122
R01_W4_not_settle	coo:CCU_23810	732	665	21
R01_W4_not_settle	eel:EUBELI_01661	732	644	17
R01_W4_not_settle	erb:A4V01_10500	744	370	8
R01_W4_not_settle	ere:EUBREC_0088	732	607	10
R01_W4_not_settle	rix:RO1_33970	732	693	32
R01_W4_not_settle	rum:CK1_37040	747	670	32
FAT_006-22-42-0_settle	caer:CSV91_03100	771	580	23
FAT_006-22-42-0_settle	coo:CCU_23810	732	732	1847
FAT_006-22-42-0_settle	eel:EUBELI_01661	732	732	1936
FAT_006-22-42-0_settle	ere:EUBREC_0088	732	728	656
FAT_006-22-42-0_settle	rix:RO1_33970	732	732	1068
FAT_006-22-42-0_settle	rum:CK1_37040	747	747	1730
SPB_T29_stay	caer:CSV91_03100	771	703	87
SPB_T29_stay	coo:CCU_23810	732	732	179
SPB_T29_stay	eel:EUBELI_01661	732	732	171
SPB_T29_stay	ere:EUBREC_0088	732	483	19
SPB_T29_stay	rix:RO1_33970	732	732	105
SPB_T29_stay	rum:CK1_37040	747	747	240
FAT_015-22-2-0_not_settle	caer:CSV91_03100	771	64	1
FAT_015-22-2-0_not_settle	coo:CCU_23810	732	612	55
FAT_015-22-2-0_not_settle	eel:EUBELI_01661	732	703	57
FAT_015-22-2-0_not_settle	ele:Elen_1168	777	93	1
FAT_015-22-2-0_not_settle	erb:A4V01_10500	744	207	11
FAT_015-22-2-0_not_settle	ere:EUBREC_0088	732	646	35
FAT_015-22-2-0_not_settle	rix:RO1_33970	732	715	67
FAT_015-22-2-0_not_settle	rob:CK5_35830	720	458	13
FAT_015-22-2-0_not_settle	rum:CK1_37040	747	590	11
R01_W8_came_from_donor	caer:CSV91_03100	771	770	133
FAT_012-22-84-0_settle	caer:CSV91_03100	771	349	9
FAT_012-22-84-0_settle	coo:CCU_23810	732	732	601
FAT_012-22-84-0_settle	eel:EUBELI_01661	732	732	600
FAT_012-22-84-0_settle	ere:EUBREC_0088	732	720	216
FAT_012-22-84-0_settle	rix:RO1_33970	732	732	440
FAT_012-22-84-0_settle	rum:CK1_37040	747	747	587
FAT_006-22-14-0_gone	caer:CSV91_03100	771	750	141
FAT_006-22-14-0_gone	coo:CCU_23810	732	536	7
FAT_006-22-14-0_gone	eel:EUBELI_01661	732	180	2
FAT_006-22-14-0_gone	erb:A4V01_10500	744	57	1
FAT_006-22-14-0_gone	ere:EUBREC_0088	732	94	1
FAT_006-22-14-0_gone	rix:RO1_33970	732	504	10
FAT_006-22-14-0_gone	rum:CK1_37040	747	675	29
FAT_015-22-84-0_settle	caer:CSV91_03100	771	727	107
FAT_015-22-84-0_settle	coo:CCU_23810	732	732	1706
FAT_015-22-84-0_settle	eel:EUBELI_01661	732	732	1872
FAT_015-22-84-0_settle	ere:EUBREC_0088	732	727	595
FAT_015-22-84-0_settle	rix:RO1_33970	732	732	1044
FAT_015-22-84-0_settle	rum:CK1_37040	747	747	1802
FAT_006-22-42-0_gone	caer:CSV91_03100	771	729	55
FAT_006-22-42-0_gone	coo:CCU_23810	732	450	8
FAT_006-22-42-0_gone	eel:EUBELI_01661	732	339	5
FAT_006-22-42-0_gone	erb:A4V01_10500	744	57	1
FAT_006-22-42-0_gone	ere:EUBREC_0088	732	229	3
FAT_006-22-42-0_gone	rix:RO1_33970	732	278	4
FAT_006-22-42-0_gone	rum:CK1_37040	747	670	23
R02_W8_gone	ele:Elen_1168	777	302	2
FAT_015-22-14-0_came_from_donor	caer:CSV91_03100	771	387	12
FAT_015-22-14-0_came_from_donor	coo:CCU_23810	732	153	2
FAT_015-22-14-0_came_from_donor	eel:EUBELI_01661	732	210	6
R01_W4_came_from_both	coo:CCU_23810	732	658	13
R01_W4_came_from_both	eel:EUBELI_01661	732	732	21
R01_W4_came_from_both	ere:EUBREC_0088	732	151	1
R01_W4_came_from_both	rix:RO1_33970	732	671	11
R01_W4_came_from_both	rum:CK1_37040	747	747	235
SPB_T41_came_from_both	coo:CCU_23810	732	732	104
SPB_T41_came_from_both	eel:EUBELI_01661	732	732	81
SPB_T41_came_from_both	ere:EUBREC_0088	732	227	10
SPB_T41_came_from_both	rix:RO1_33970	732	705	44
SPB_T41_came_from_both	rum:CK1_37040	747	746	73
SPB_T29_came_itself	caer:CSV91_03100	771	299	2
SPB_T29_came_itself	rix:RO1_33970	732	250	1
SPB_T29_came_itself	rum:CK1_37040	747	513	4
R01_W8_stay	coo:CCU_23810	732	732	130
R01_W8_stay	eel:EUBELI_01661	732	732	156
R01_W8_stay	ere:EUBREC_0088	732	720	86
R01_W8_stay	rix:RO1_33970	732	732	121
R01_W8_stay	rum:CK1_37040	747	747	1662
FAT_008-22-42-0_came_from_donor	caer:CSV91_03100	771	702	32
FAT_008-22-42-0_came_from_donor	coo:CCU_23810	732	416	14
FAT_008-22-42-0_came_from_donor	eel:EUBELI_01661	732	518	19
FAT_008-22-42-0_came_from_donor	ere:EUBREC_0088	732	331	8
FAT_008-22-42-0_came_from_donor	rix:RO1_33970	732	264	3
FAT_008-22-42-0_came_from_donor	rum:CK1_37040	747	325	4
R02_W8_not_settle	caer:CSV91_03100	771	771	71
R02_W8_not_settle	coo:CCU_23810	732	696	17
R02_W8_not_settle	eel:EUBELI_01661	732	691	28
R02_W8_not_settle	ele:Elen_1168	777	301	2
R02_W8_not_settle	erb:A4V01_10500	744	150	2
R02_W8_not_settle	ere:EUBREC_0088	732	695	15
R02_W8_not_settle	rix:RO1_33970	732	731	15
R02_W8_not_settle	rum:CK1_37040	747	733	37
FAT_008-22-14-0_stay	caer:CSV91_03100	771	165	2
FAT_008-22-14-0_stay	coo:CCU_23810	732	732	175
FAT_008-22-14-0_stay	eel:EUBELI_01661	732	732	177
FAT_008-22-14-0_stay	ere:EUBREC_0088	732	712	66
FAT_008-22-14-0_stay	rix:RO1_33970	732	732	111
FAT_008-22-14-0_stay	rum:CK1_37040	747	747	1190
FAT_015-22-14-0_stay	caer:CSV91_03100	771	552	21
FAT_015-22-14-0_stay	coo:CCU_23810	732	732	425
FAT_015-22-14-0_stay	eel:EUBELI_01661	732	732	375
FAT_015-22-14-0_stay	ere:EUBREC_0088	732	713	103
FAT_015-22-14-0_stay	rix:RO1_33970	732	732	198
FAT_015-22-14-0_stay	rum:CK1_37040	747	744	621
FAT_008-22-2-0_gone	caer:CSV91_03100	771	704	42
FAT_008-22-2-0_gone	coo:CCU_23810	732	377	7
FAT_008-22-2-0_gone	eel:EUBELI_01661	732	332	6
FAT_008-22-2-0_gone	ele:Elen_1168	777	334	6
FAT_008-22-2-0_gone	ere:EUBREC_0088	732	148	2
FAT_008-22-2-0_gone	rix:RO1_33970	732	339	6
FAT_008-22-2-0_gone	rum:CK1_37040	747	633	27
SPB_T36_gone	caer:CSV91_03100	771	758	30
SPB_T36_gone	coo:CCU_23810	732	583	10
SPB_T36_gone	eel:EUBELI_01661	732	388	4
SPB_T36_gone	ele:Elen_1168	777	685	11
SPB_T36_gone	erb:A4V01_10500	744	287	4
SPB_T36_gone	rix:RO1_33970	732	512	5
SPB_T36_gone	rob:CK5_35830	720	213	2
SPB_T36_gone	rum:CK1_37040	747	572	13
FAT_008-22-42-0_came_from_before	caer:CSV91_03100	771	67	1
SPB_T25_gone	acq:AM609_08260	1725	361	2
SPB_T25_gone	ccu:Ccur_04140	822	259	2
SPB_T25_gone	coo:CCU_23810	732	648	7
SPB_T25_gone	eel:EUBELI_01661	732	565	4
SPB_T25_gone	erb:A4V01_10500	744	231	2
SPB_T25_gone	ere:EUBREC_0088	732	356	4
SPB_T25_gone	rix:RO1_33970	732	440	4
SPB_T25_gone	rum:CK1_37040	747	202	2
R02_W4_came_itself	caer:CSV91_03100	771	449	3
R02_W4_came_itself	coo:CCU_23810	732	631	8
R02_W4_came_itself	eel:EUBELI_01661	732	702	13
R02_W4_came_itself	ere:EUBREC_0088	732	150	1
R02_W4_came_itself	rix:RO1_33970	732	320	4
R02_W4_came_itself	rum:CK1_37040	747	744	38
R02_W8_settle	caer:CSV91_03100	771	195	6
R02_W8_settle	coo:CCU_23810	732	732	226
R02_W8_settle	eel:EUBELI_01661	732	732	242
R02_W8_settle	ere:EUBREC_0088	732	709	101
R02_W8_settle	rix:RO1_33970	732	732	198
R02_W8_settle	rum:CK1_37040	747	747	263
FAT_015-22-84-0_came_from_before	caer:CSV91_03100	771	495	16
R01_W8_settle	caer:CSV91_03100	771	769	85
R01_W8_settle	coo:CCU_23810	732	732	164
R01_W8_settle	eel:EUBELI_01661	732	731	160
R01_W8_settle	ere:EUBREC_0088	732	698	54
R01_W8_settle	rix:RO1_33970	732	732	132
R01_W8_settle	rum:CK1_37040	747	746	208
SPB_T33_came_from_both	caer:CSV91_03100	771	189	4
SPB_T33_came_from_both	coo:CCU_23810	732	729	41
SPB_T33_came_from_both	eel:EUBELI_01661	732	732	61
SPB_T33_came_from_both	ere:EUBREC_0088	732	662	15
SPB_T33_came_from_both	rix:RO1_33970	732	732	68
SPB_T33_came_from_both	rum:CK1_37040	747	694	126
FAT_020-22-2-0_came_from_before	caer:CSV91_03100	771	182	2
FAT_020-22-2-0_came_from_before	eel:EUBELI_01661	732	275	3
FAT_020-22-2-0_came_from_before	ere:EUBREC_0088	732	192	3
FAT_020-22-2-0_came_from_before	rix:RO1_33970	732	359	6
FAT_020-22-2-0_gone	caer:CSV91_03100	771	769	125
FAT_020-22-2-0_gone	coo:CCU_23810	732	545	12
FAT_020-22-2-0_gone	eel:EUBELI_01661	732	577	23
FAT_020-22-2-0_gone	ere:EUBREC_0088	732	247	5
FAT_020-22-2-0_gone	rix:RO1_33970	732	498	12
FAT_020-22-2-0_gone	rum:CK1_37040	747	506	10
SPB_T39_not_settle	caer:CSV91_03100	771	684	43
SPB_T39_not_settle	coo:CCU_23810	732	512	3
SPB_T39_not_settle	eel:EUBELI_01661	732	682	11
SPB_T39_not_settle	ere:EUBREC_0088	732	261	2
SPB_T39_not_settle	rix:RO1_33970	732	579	10
SPB_T39_not_settle	rum:CK1_37040	747	540	5
R01_W4_came_from_before	erb:A4V01_10500	744	279	2
R02_W8_came_from_both	coo:CCU_23810	732	619	38
R02_W8_came_from_both	eel:EUBELI_01661	732	651	40
R02_W8_came_from_both	ere:EUBREC_0088	732	545	11
R02_W8_came_from_both	rix:RO1_33970	732	506	28
R02_W8_came_from_both	rum:CK1_37040	747	732	21
FAT_012-22-14-0_stay	caer:CSV91_03100	771	696	24
FAT_012-22-14-0_stay	coo:CCU_23810	732	732	669
FAT_012-22-14-0_stay	eel:EUBELI_01661	732	732	731
FAT_012-22-14-0_stay	ere:EUBREC_0088	732	727	321
FAT_012-22-14-0_stay	rix:RO1_33970	732	732	644
FAT_012-22-14-0_stay	rum:CK1_37040	747	747	1980
SPB_T23_not_settle	caer:CSV91_03100	771	760	51
SPB_T23_not_settle	coo:CCU_23810	732	648	11
SPB_T23_not_settle	eel:EUBELI_01661	732	602	11
SPB_T23_not_settle	ere:EUBREC_0088	732	266	4
SPB_T23_not_settle	rix:RO1_33970	732	663	5
SPB_T23_not_settle	rum:CK1_37040	747	540	5
FAT_020-22-14-0_settle	coo:CCU_23810	732	732	570
FAT_020-22-14-0_settle	eel:EUBELI_01661	732	731	606
FAT_020-22-14-0_settle	ere:EUBREC_0088	732	712	296
FAT_020-22-14-0_settle	rix:RO1_33970	732	732	674
FAT_020-22-14-0_settle	rum:CK1_37040	747	747	435
SPB_T36_settle	caer:CSV91_03100	771	685	47
SPB_T36_settle	coo:CCU_23810	732	732	155
SPB_T36_settle	eel:EUBELI_01661	732	732	190
SPB_T36_settle	ere:EUBREC_0088	732	443	20
SPB_T36_settle	rix:RO1_33970	732	732	113
SPB_T36_settle	rum:CK1_37040	747	747	110
FAT_020-22-42-0_not_settle	caer:CSV91_03100	771	759	65
FAT_020-22-42-0_not_settle	coo:CCU_23810	732	596	17
FAT_020-22-42-0_not_settle	eel:EUBELI_01661	732	489	7
FAT_020-22-42-0_not_settle	erb:A4V01_10500	744	155	2
FAT_020-22-42-0_not_settle	ere:EUBREC_0088	732	250	4
FAT_020-22-42-0_not_settle	rix:RO1_33970	732	643	40
FAT_020-22-42-0_not_settle	rum:CK1_37040	747	553	23
FAT_020-22-42-0_not_settle	spy:SPy_1086	750	92	1
SPB_T23_came_from_both	caer:CSV91_03100	771	541	14
SPB_T23_came_from_both	coo:CCU_23810	732	732	169
SPB_T23_came_from_both	eel:EUBELI_01661	732	732	204
SPB_T23_came_from_both	ere:EUBREC_0088	732	647	37
SPB_T23_came_from_both	rix:RO1_33970	732	732	79
SPB_T23_came_from_both	rum:CK1_37040	747	747	166
FAT_015-22-84-0_not_settle	coo:CCU_23810	732	723	149
FAT_015-22-84-0_not_settle	eel:EUBELI_01661	732	721	152
FAT_015-22-84-0_not_settle	ele:Elen_1168	777	93	1
FAT_015-22-84-0_not_settle	erb:A4V01_10500	744	207	11
FAT_015-22-84-0_not_settle	ere:EUBREC_0088	732	728	140
FAT_015-22-84-0_not_settle	rix:RO1_33970	732	725	156
FAT_015-22-84-0_not_settle	rob:CK5_35830	720	458	13
FAT_015-22-84-0_not_settle	rum:CK1_37040	747	676	37
FAT_020-22-84-0_settle	coo:CCU_23810	732	732	576
FAT_020-22-84-0_settle	eel:EUBELI_01661	732	732	589
FAT_020-22-84-0_settle	ere:EUBREC_0088	732	725	344
FAT_020-22-84-0_settle	rix:RO1_33970	732	732	562
FAT_020-22-84-0_settle	rum:CK1_37040	747	747	441
R01_W8_not_settle	coo:CCU_23810	732	724	24
R01_W8_not_settle	eel:EUBELI_01661	732	711	18
R01_W8_not_settle	erb:A4V01_10500	744	371	12
R01_W8_not_settle	ere:EUBREC_0088	732	458	8
R01_W8_not_settle	rix:RO1_33970	732	693	25
R01_W8_not_settle	rum:CK1_37040	747	635	29
FAT_015-22-42-0_came_from_donor	caer:CSV91_03100	771	495	23
FAT_015-22-42-0_came_from_donor	coo:CCU_23810	732	176	2
FAT_006-22-14-0_came_from_both	caer:CSV91_03100	771	268	5
FAT_006-22-14-0_came_from_both	coo:CCU_23810	732	732	337
FAT_006-22-14-0_came_from_both	eel:EUBELI_01661	732	732	283
FAT_006-22-14-0_came_from_both	ere:EUBREC_0088	732	709	88
FAT_006-22-14-0_came_from_both	rix:RO1_33970	732	732	152
FAT_006-22-14-0_came_from_both	rum:CK1_37040	747	747	606
FAT_012-22-14-0_came_from_donor	caer:CSV91_03100	771	92	2
FAT_012-22-14-0_came_from_donor	coo:CCU_23810	732	222	8
FAT_012-22-14-0_came_from_donor	eel:EUBELI_01661	732	88	1
SPB_T23_came_from_before	coo:CCU_23810	732	294	10
SPB_T23_came_from_before	eel:EUBELI_01661	732	539	10
SPB_T23_came_from_before	rix:RO1_33970	732	124	1
SPB_T23_came_from_before	rum:CK1_37040	747	181	2
FAT_008-22-84-0_came_from_both	coo:CCU_23810	732	728	237
FAT_008-22-84-0_came_from_both	eel:EUBELI_01661	732	732	264
FAT_008-22-84-0_came_from_both	ere:EUBREC_0088	732	702	75
FAT_008-22-84-0_came_from_both	rix:RO1_33970	732	731	123
FAT_008-22-84-0_came_from_both	rum:CK1_37040	747	747	1227
FAT_020-22-84-0_not_settle	caer:CSV91_03100	771	762	60
FAT_020-22-84-0_not_settle	coo:CCU_23810	732	507	15
FAT_020-22-84-0_not_settle	eel:EUBELI_01661	732	558	13
FAT_020-22-84-0_not_settle	erb:A4V01_10500	744	155	2
FAT_020-22-84-0_not_settle	ere:EUBREC_0088	732	179	3
FAT_020-22-84-0_not_settle	rix:RO1_33970	732	421	23
FAT_020-22-84-0_not_settle	rum:CK1_37040	747	486	16
FAT_020-22-84-0_not_settle	spy:SPy_1086	750	92	1
FAT_006-22-14-0_came_from_before	caer:CSV91_03100	771	449	15
SPB_T27_came_from_both	caer:CSV91_03100	771	625	34
SPB_T27_came_from_both	coo:CCU_23810	732	729	104
SPB_T27_came_from_both	eel:EUBELI_01661	732	731	127
SPB_T27_came_from_both	ere:EUBREC_0088	732	500	17
SPB_T27_came_from_both	rix:RO1_33970	732	731	39
SPB_T27_came_from_both	rum:CK1_37040	747	747	137
SPB_T39_came_from_before	caer:CSV91_03100	771	469	7
SPB_T39_came_from_before	eel:EUBELI_01661	732	170	2
SPB_T39_came_from_before	ele:Elen_1168	777	213	2
SPB_T39_came_from_before	ere:EUBREC_0088	732	153	2
SPB_T39_came_from_before	rix:RO1_33970	732	377	4
SPB_T39_came_from_before	rum:CK1_37040	747	196	2
SPB_T25_settle	caer:CSV91_03100	771	770	46
SPB_T25_settle	coo:CCU_23810	732	732	174
SPB_T25_settle	eel:EUBELI_01661	732	732	176
SPB_T25_settle	ere:EUBREC_0088	732	549	27
SPB_T25_settle	rix:RO1_33970	732	732	86
SPB_T25_settle	rum:CK1_37040	747	747	114
FAT_020-22-2-0_came_from_both	coo:CCU_23810	732	732	566
FAT_020-22-2-0_came_from_both	eel:EUBELI_01661	732	732	558
FAT_020-22-2-0_came_from_both	ere:EUBREC_0088	732	726	318
FAT_020-22-2-0_came_from_both	rix:RO1_33970	732	732	642
FAT_020-22-2-0_came_from_both	rum:CK1_37040	747	744	138
FAT_006-22-42-0_came_itself	caer:CSV91_03100	771	324	5
FAT_006-22-42-0_came_itself	coo:CCU_23810	732	304	6
FAT_006-22-42-0_came_itself	eel:EUBELI_01661	732	183	2
FAT_006-22-42-0_came_itself	rix:RO1_33970	732	52	1
FAT_006-22-42-0_came_itself	rum:CK1_37040	747	392	5
R02_W8_came_from_donor	caer:CSV91_03100	771	460	5
R02_W8_came_from_donor	coo:CCU_23810	732	323	5
R02_W8_came_from_donor	eel:EUBELI_01661	732	281	3
SPB_T42_came_from_both	coo:CCU_23810	732	732	60
SPB_T42_came_from_both	eel:EUBELI_01661	732	732	58
SPB_T42_came_from_both	rix:RO1_33970	732	419	25
SPB_T42_came_from_both	rum:CK1_37040	747	747	74
FAT_015-22-42-0_not_settle	caer:CSV91_03100	771	64	1
FAT_015-22-42-0_not_settle	coo:CCU_23810	732	692	96
FAT_015-22-42-0_not_settle	eel:EUBELI_01661	732	724	116
FAT_015-22-42-0_not_settle	ele:Elen_1168	777	93	1
FAT_015-22-42-0_not_settle	erb:A4V01_10500	744	207	11
FAT_015-22-42-0_not_settle	ere:EUBREC_0088	732	728	112
FAT_015-22-42-0_not_settle	rix:RO1_33970	732	722	151
FAT_015-22-42-0_not_settle	rob:CK5_35830	720	458	13
FAT_015-22-42-0_not_settle	rum:CK1_37040	747	642	26
FAT_012-22-2-0_settle	coo:CCU_23810	732	732	516
FAT_012-22-2-0_settle	eel:EUBELI_01661	732	732	494
FAT_012-22-2-0_settle	ere:EUBREC_0088	732	717	238
FAT_012-22-2-0_settle	rix:RO1_33970	732	732	309
FAT_012-22-2-0_settle	rum:CK1_37040	747	747	537
FAT_015-22-2-0_came_from_donor	caer:CSV91_03100	771	404	14
FAT_015-22-2-0_came_from_donor	coo:CCU_23810	732	393	7
FAT_015-22-2-0_came_from_donor	eel:EUBELI_01661	732	514	9
FAT_015-22-2-0_came_from_donor	ere:EUBREC_0088	732	316	8
FAT_015-22-2-0_came_from_donor	rix:RO1_33970	732	334	6
FAT_006-22-2-0_came_from_before	caer:CSV91_03100	771	156	2
FAT_012-22-84-0_not_settle	caer:CSV91_03100	771	375	9
FAT_012-22-84-0_not_settle	eel:EUBELI_01661	732	329	5
FAT_012-22-84-0_not_settle	rix:RO1_33970	732	88	1
FAT_012-22-84-0_not_settle	rum:CK1_37040	747	391	11
SPB_T41_came_from_donor	caer:CSV91_03100	771	477	8
SPB_T41_came_from_donor	eel:EUBELI_01661	732	305	6
FAT_012-22-2-0_not_settle	caer:CSV91_03100	771	243	6
FAT_012-22-2-0_not_settle	coo:CCU_23810	732	152	3
FAT_012-22-2-0_not_settle	eel:EUBELI_01661	732	177	2
FAT_012-22-2-0_not_settle	rix:RO1_33970	732	262	4
FAT_012-22-2-0_not_settle	rum:CK1_37040	747	581	11
FAT_006-22-42-0_stay	caer:CSV91_03100	771	771	94
FAT_006-22-42-0_stay	coo:CCU_23810	732	732	224
FAT_006-22-42-0_stay	eel:EUBELI_01661	732	732	225
FAT_006-22-42-0_stay	ere:EUBREC_0088	732	669	73
FAT_006-22-42-0_stay	rix:RO1_33970	732	732	138
FAT_006-22-42-0_stay	rum:CK1_37040	747	747	814
FAT_012-22-84-0_stay	caer:CSV91_03100	771	678	68
FAT_012-22-84-0_stay	coo:CCU_23810	732	732	639
FAT_012-22-84-0_stay	eel:EUBELI_01661	732	732	654
FAT_012-22-84-0_stay	ere:EUBREC_0088	732	727	275
FAT_012-22-84-0_stay	rix:RO1_33970	732	732	619
FAT_012-22-84-0_stay	rum:CK1_37040	747	747	2019
SPB_T29_came_from_before	caer:CSV91_03100	771	271	2
FAT_020-22-84-0_came_from_both	caer:CSV91_03100	771	164	4
FAT_020-22-84-0_came_from_both	coo:CCU_23810	732	732	636
FAT_020-22-84-0_came_from_both	eel:EUBELI_01661	732	732	781
FAT_020-22-84-0_came_from_both	ere:EUBREC_0088	732	717	341
FAT_020-22-84-0_came_from_both	rix:RO1_33970	732	732	738
FAT_020-22-84-0_came_from_both	rum:CK1_37040	747	747	861
FAT_015-22-2-0_came_itself	caer:CSV91_03100	771	239	4
FAT_015-22-2-0_came_itself	eel:EUBELI_01661	732	70	1
FAT_015-22-2-0_came_itself	erb:A4V01_10500	744	86	3
FAT_015-22-2-0_came_itself	ere:EUBREC_0088	732	178	2
FAT_015-22-2-0_came_itself	rum:CK1_37040	747	358	11
SPB_T33_came_from_before	caer:CSV91_03100	771	381	4
SPB_T33_came_from_before	coo:CCU_23810	732	172	2
SPB_T33_came_from_before	ele:Elen_1168	777	246	4
SPB_T33_came_from_before	ere:EUBREC_0088	732	125	1
SPB_T33_came_from_before	rum:CK1_37040	747	203	4
SPB_T33_came_itself	caer:CSV91_03100	771	307	3
SPB_T33_came_itself	coo:CCU_23810	732	460	4
SPB_T33_came_itself	rix:RO1_33970	732	184	2
SPB_T33_came_itself	rum:CK1_37040	747	123	1
FAT_015-22-42-0_came_from_both	caer:CSV91_03100	771	331	76
FAT_015-22-42-0_came_from_both	coo:CCU_23810	732	732	149
